tracking_id	control_20min_0	20bicyclomycin_20min_0	100bicyclomycin_20min_0	control_60min_0	20bicyclomycin_60min_0
b1060	2482.3	2263.02	3123.14	2667.18	1040.13
b1061	1197.98	796.85	823.307	1672.44	1255.88
b1062	12447.3	4613.11	3334.31	21867.8	6733.57
b1063	1815.57	989.466	713.204	1853.95	1044.33
b1064	4892.87	3372.98	893.148	9108.26	2878.62
b1065	193.909	357.087	325.379	189.755	281.23
b1066	3283.16	1683.41	723.064	3079.7	1166.89
b1067	2731.99	771.344	400.972	1846.87	1288.62
b1068	1390.56	552.342	324.557	1087.85	376.093
b1069	2405.26	1630.64	882.467	1698.37	1047.69
b1070	300.16	663.162	1032.01	247.507	466.758
b1071	196.565	150.399	272.792	177.969	148.59
b1072	261.644	458.233	826.594	234.542	617.027
b1073	442.271	104.664	334.417	201.541	14.2714
b1074	366.567	194.375	355.78	241.614	194.762
b1075	927.042	255.942	729.637	561.016	101.579
b1076	1681.43	551.462	1024.61	715.413	601.916
b1077	349.301	457.353	380.43	234.542	265.28
b1078	563.132	201.411	351.672	236.9	181.33
b1079	201.877	60.6873	165.976	87.2168	87.3072
b1080	475.474	223.399	627.751	213.328	121.726
b1081	313.441	253.303	691.019	199.184	115.85
b1082	490.084	410.738	923.55	339.438	199.799
b1083	753.056	701.861	1060.77	412.512	428.141
b1084	28161.9	19929.2	7130.4	36593.3	14699.5
b1085	4463.88	3032.6	1750.97	4872.35	1507.73
b1086	3471.76	2009.72	979.423	4166.37	1926.64
b1087	2441.12	3374.74	2563.59	2642.43	2451.32
b1088	67165.4	41113.4	24562.8	73984.6	19728.9
b1089	72666.6	41822.3	22708.3	54325.4	18605.7
b1090	10477.7	13024	6551.95	9151.87	6176.99
b1091	15846	9989.65	5136.22	13612.9	7106.31
b1092	28706.4	12863.9	5951.31	14480.3	7400.97
b1093	48029.6	33515.2	15287.9	39892.2	18104.5
b1094	224533	134642	80379.2	185509	78877.1
b1095	55402.1	97582.5	67351.8	52744.9	75128.7
b1096	1247.12	1562.04	709.096	1420.22	879.788
b1097	1383.92	1065.98	607.209	1230.46	985.565
b1098	2988.32	3449.5	1463.38	3222.31	1886.34
b1099	2616.44	3031.72	1211.13	2895.83	2104.61
b1100	3390.74	3788.12	1906.26	3262.38	3083.46
b1101	24200.1	13481.4	14885.3	35316.9	19034.7
b1102	386.489	531.233	796.192	478.514	677.471
b1103	3802.47	1020.25	499.572	2564.64	895.739
b1104	3172.93	1108.2	389.469	1871.62	611.99
b1105	7375.17	2742.36	774.829	5801.09	1861.16
b1106	1664.16	1057.19	791.262	2014.24	1102.25
b1107	3188.87	1191.76	1077.2	2997.19	1828.42
b1108	5736.24	4992.19	1593.21	8315.06	3207.7
b1109	5013.73	3806.59	1506.11	3842.25	2877.78
b1110	172.658	748.476	655.688	194.47	570.855
b1111	1684.08	1015.85	674.586	1717.23	770.654
b1112	1741.19	1115.24	2008.97	1838.62	577.571
b1113	1340.09	1080.06	1017.22	992.385	355.105
b1114	11406.1	4882.25	2767.36	11783.7	4339.34
b1115	159.377	259.46	176.658	176.791	162.022
b1116	5425.45	3680.81	1460.92	3509.89	2060.95
b1117	2941.83	1344.79	617.891	1489.76	866.357
b1118	4191.61	2723.89	1538.15	3116.23	1512.77
b1119	2903.32	1777.52	870.142	1934.09	1069.51
b1120	5291.31	2942.01	1626.89	2440.89	2013.94
b1121	426.333	1299.94	1928.44	352.403	1223.98
b1122	192.58	633.258	1032.01	207.434	765.617
b1123	26391.5	13480.5	11214.1	18795.2	6876.29
b1124	4119.89	2575.25	2281.76	4461.02	1451.48
b1125	1718.61	930.538	1122.39	1540.44	720.285
b1126	7648.76	5431.07	3331.85	7955.58	3369.72
b1127	2824.96	1888.34	3787.05	3749.14	2708.2
b1128	9424.49	5696.69	3438.66	5909.53	3362.17
b1129	2762.53	3458.29	2339.28	3506.35	3692.09
b1130	3555.43	4034.38	1755.9	7724.58	4537.46
b1131	28961.4	13659	3113.28	23256.2	8708.06
b1132	6222.34	3931.48	831.524	7563.11	2795.51
b1133	9089.8	3877.83	1035.3	7862.47	2514.28
b1134	853.994	454.715	151.186	958.206	366.858
b1135	1722.6	1073.9	331.952	1908.16	1057.76
b1136	75831.5	14431.3	7075.35	76320.6	32307
b1137	115.548	1358.87	1698.38	233.364	858.801
b1138	96.9543	473.185	972.028	188.577	238.416
b1139	725.165	1429.23	1875.86	1495.65	794.16
b1140	451.568	642.933	1440.38	489.121	477.671
b1141	208.518	263.858	461.775	271.079	446.61
b1143	1658.74	1335.12	923.55	1927.4	906.652
b1144	607.067	599.836	779.759	568.883	617.027
b1145	2832.92	1689.57	1910.37	3026.66	1767.97
b1146	88.9854	147.76	132.288	107.253	42.8141
b1147	328.051	950.767	748.536	198.006	587.645
b1148	77.0322	70.362	235.817	111.967	151.109
b1150	11.9533	0	67.3764	0	0
b1151	17.2658	36.0605	287.582	37.7154	81.4308
b1152	23.9065	41.3377	394.399	28.2865	139.356
b1153	21.2503	109.941	516.005	28.2865	144.393
b1154	26.5628	320.147	637.611	51.8586	561.621
b1155	39.8442	189.977	693.484	87.2168	258.564
b1156	99.6106	215.484	1490.5	89.574	486.066
b1157	15.9377	163.592	514.361	37.7154	472.634
b1158	2.65628	220.761	569.413	30.6437	293.822
b1159	423.677	726.488	2069.77	299.366	452.487
b1160	0	80.0368	813.447	22.3935	97.3812
b1161	305.472	817.079	965.455	140.254	432.339
b1162	1876.66	2823.28	1339.31	2371.35	2598.23
b1163	512.662	1250.69	2139.61	601.089	1762.1
b1164	142.111	338.617	529.151	550.409	381.13
b1165	220.471	468.787	767.434	1343.61	324.044
b1166	22.5784	11.4338	95.313	156.754	81.4308
b1167	18.594	43.9763	142.148	68.3591	50.3696
b1168	131.486	956.044	2217.67	226.292	1361.66
b1171	654.773	1160.97	1548.01	1674.8	1361.66
b1172	215.159	302.557	684.446	484.407	462.561
b1174	2623.08	842.585	486.425	1192.75	649.767
b1175	20100.1	7263.12	3338.42	13739	5506.23
b1176	9249.17	6965.84	1373	11969.9	3993.47
b1177	734.462	649.09	779.759	993.564	608.632
b1178	1648.22	966.598	954.773	2406.71	866.357
b1179	3802.47	2219.04	951.487	3574.71	1337.31
b1180	1549.94	686.03	690.197	1176.25	700.976
b1181	768.993	629.74	658.153	663.555	445.771
b1182	45.1568	471.426	4774.69	109.61	578.411
b1183	239.065	322.786	1100.21	285.222	359.303
b1184	343.988	2423.09	1961.31	485.585	2311.12
b1185	2580.58	1541.81	750.179	1698.37	857.962
b1186	3745.36	1649.11	846.314	3382.6	1398.59
b1187	2010.81	1170.65	537.368	1576.97	679.989
b1188	1324.16	413.377	454.38	2462.11	502.017
b1189	10637.1	2288.53	908.76	8937.36	4261.27
b1190	5284.67	1320.17	854.53	4605.99	2561.29
b1191	1151.5	1404.6	1317.13	1112.6	2468.95
b1192	3224.73	2387.91	1484.75	3020.76	1472.47
b1193	2380.03	1130.19	634.324	1798.55	721.964
b1194	508.678	1315.77	1147.04	536.265	751.346
b1195	25.2347	109.941	256.359	44.787	144.393
b1196	53.1256	288.484	581.738	95.467	267.798
b1197	701.258	845.224	1182.37	1664.19	1580.76
b1198	5877.02	2695.75	962.99	5565.37	2496.65
b1199	2879.41	1287.63	488.89	2710.79	1323.88
b1200	4729.51	2681.67	704.166	5641.98	3012.94
b1201	1296.27	1012.33	1048.44	1070.17	1329.76
b1202	936.339	2404.62	2359	1032.46	2531.91
b1203	19803.9	9099.57	2980.17	17570.6	5503.71
b1204	3219.41	1931.44	603.923	4308.98	1211.39
b1205	260.316	227.797	156.938	462.013	386.167
b1206	880.557	842.585	454.38	1079.6	852.085
b1207	34989.9	19716.3	5703.99	43673.2	16078
b1208	11192.2	8920.15	2617	18488.8	6387.7
b1209	3026.83	1022.89	423.157	3142.16	1289.46
b1210	3241.99	2978.07	1418.19	3363.74	2031.57
b1211	3267.23	2920.9	1569.38	2551.68	2102.93
b1212	1008.06	1245.41	575.986	905.169	1082.95
b1213	683.992	686.03	410.01	975.885	391.204
b1214	2320.26	1467.93	903.008	2522.21	1442.25
b1215	30150.1	23021.6	9693.17	19350.3	11402
b1216	3260.59	2190.9	4330.17	3654.85	1956.02
b1217	152.736	54.5306	299.086	289.937	218.268
b1218	547.194	489.896	1060.77	971.171	622.904
b1219	2447.76	1529.49	2992.5	2806.26	1053.56
b1220	598.991	1255.96	2239.86	660.019	1720.96
b1221	4706.93	4432.81	4465.74	5491.12	3398.27
b1222	3793.17	3466.21	6432.8	3564.1	2827.41
b1223	57.1101	88.8321	2465.81	245.15	217.429
b1224	394.458	554.981	31217.5	1213.96	1790.64
b1225	251.019	394.907	26124.8	378.332	1383.48
b1226	159.377	204.929	5892.97	147.326	659.002
b1227	94.298	1633.28	5767.26	213.328	2660.35
b1229	0.00654258	4.2344e-05	4.65199e-05	6.99273	5.05026e-05
b1230	0	0	0	0	0
b1231	0	0	0	0	0
b1232	6147.96	3715.12	2495.39	8028.66	3908.68
b1233	1899.24	1029.92	669.656	2268.81	774.852
b1234	1503.46	952.526	465.062	2063.74	1024.18
b1235	1482.21	808.284	791.262	1903.45	617.027
b1236	14014.5	7499.71	4665.41	8883.15	5293
b1237	42035.7	26483.4	26463.3	42221.2	18986
b1238	3271.21	2825.04	1764.11	2967.73	1426.3
b1241	73462.1	20972.3	3152.72	45377.5	16338.2
b1242	512.662	687.789	479.852	483.228	598.558
b1243	49040.3	23690	12742.4	98630.4	30958.8
b1244	10635.8	8512.05	4583.24	19971.5	9034.62
b1245	8280.96	5100.37	3953.85	10242.1	6239.11
b1246	13119.4	7459.25	5326.85	15278.3	8193.45
b1247	10035.4	5531.34	4540.51	10832.6	5763.12
b1248	1253.76	839.067	742.784	1176.25	1368.37
b1249	4350.99	3198.83	5883.11	3674.89	2800.55
b1250	2186.12	2928.82	6031.83	2165.1	2069.35
b1251	3445.2	1796.87	1663.87	2370.17	1162.7
b1252	1215.25	952.526	1209.49	1909.34	967.935
b1253	1155.48	1146.9	939.983	2007.16	954.503
b1254	2426.51	2390.55	955.595	2907.62	1483.38
b1255	2140.96	1643.83	871.785	2073.17	1131.64
b1256	278.91	155.676	363.997	1007.71	464.239
b1257	131.486	819.718	2523.33	312.33	1230.7
b1258	88.9854	988.587	2994.14	513.872	1289.46
b1259	18.594	22.8677	169.263	101.36	47.0116
b1260	2066.59	701.861	382.074	1713.69	979.688
b1261	1340.09	372.919	269.506	1139.71	640.533
b1262	932.355	607.752	373.035	1251.68	594.361
b1263	487.428	450.317	469.17	743.7	396.241
b1264	151.408	116.977	177.479	242.793	191.404
b1265	0	0	0	0	0
b1266	3361.52	2164.51	668.834	3743.25	1496.82
b1267	4183.64	2167.15	825.772	4042.62	1443.09
b1268	438.286	1468.81	1416.55	551.587	1835.13
b1269	4139.81	3591.98	1273.58	4135.73	2233.89
b1270	701.258	709.777	764.147	569.266	946.948
b1271	1620.33	658.765	742.784	1301.18	758.901
b1272	4052.16	1872.51	1179.09	3170.45	1604.27
b1273	4146.46	1707.16	762.504	3483.96	903.294
b1274	32192.8	16110.3	7326.78	24667	9160.55
b1275	6066.95	3621.89	2068.13	9778.89	4359.49
b1276	4490.44	5280.67	4648.97	7807.08	6199.65
b1277	4641.85	3467.97	3066.45	4331.37	2222.14
b1278	950.949	864.573	774.007	941.705	632.138
b1279	1427.75	667.56	536.546	848.596	473.474
b1280	5017.72	3085.38	2757.5	3481.6	1792.32
b1281	3204.8	2080.96	1268.65	5221.22	2048.36
b1282	1939.09	1265.64	985.175	3553.49	1277.71
b1283	876.573	829.392	1515.97	1983.59	941.071
b1284	2101.12	1891.86	2679.45	1720.76	1880.46
b1285	2180.81	2319.31	4392.61	3261.2	3673.62
b1286	14160.6	9189.28	5199.49	25303.5	11002.4
b1287	426.333	1732.67	1986.78	1587.58	1997.99
b1288	72509.8	43638.5	13064.5	59947.4	22885.4
b1289	88.9854	222.52	219.384	64.8233	203.997
b1290	1524.71	1083.58	718.956	1105.53	712.729
b1291	1936.43	1224.3	943.27	1565.19	1290.3
b1292	982.824	561.137	435.482	556.302	465.918
b1293	1414.47	919.104	728.816	1021.85	689.224
b1294	3113.16	2346.57	1255.5	2898.19	1587.48
b1295	510.006	372.919	138.039	441.977	296.341
b1296	255.003	623.583	610.496	880.418	780.728
b1297	1208.61	466.148	518.47	4281.87	1100.58
b1298	386.489	815.32	474.1	1678.33	1127.44
b1299	652.117	504.848	377.965	1587.58	590.163
b1300	391.802	144.242	231.709	1037.17	647.249
b1301	123.517	73.0006	198.021	312.33	279.551
b1302	168.674	207.568	337.704	354.76	399.599
b1303	715.868	482.859	363.175	656.483	573.374
b1304	1997.52	1222.54	1746.86	1877.52	961.219
b1305	255.003	138.965	180.766	247.507	114.171
b1306	192.58	203.17	180.766	165.005	82.2703
b1307	34.5317	31.6629	43.5482	51.8586	29.3822
b1308	932.355	481.98	244.034	788.487	650.607
b1309	74.3759	82.6754	444.52	77.7879	185.528
b1310	66.407	114.338	327.022	64.8233	206.515
b1311	46.4849	24.6267	102.708	24.7507	46.1721
b1312	19.9221	27.2653	89.5613	28.2865	25.1848
b1313	62.4226	32.5424	117.498	69.5377	42.8141
b1314	50.4693	50.1329	164.333	54.2158	74.7149
b1315	94.298	146.001	225.958	108.432	231.7
b1316	126.173	304.316	706.631	228.649	401.278
b1317	34.5317	20.2291	211.989	40.0726	57.0855
b1319	15.9377	1068.62	1737.82	18.8577	1452.32
b1320	1377.28	1625.36	1317.13	1112.6	1273.51
b1321	2089.17	466.148	1046.8	1067.82	694.261
b1322	1203.3	365.003	701.701	602.267	441.573
b1323	5842.49	4021.19	2582.49	5449.87	3800.38
b1324	67323.5	25231.8	9835.31	34482.4	16271
b1325	753.056	795.97	619.534	755.486	961.219
b1326	1498.14	1476.72	1024.61	1244.61	1238.25
b1327	155.392	492.534	1025.44	206.256	797.518
b1328	883.214	1340.4	2189.73	995.921	1085.46
b1329	2839.56	2305.24	3086.17	3010.16	2480.7
b1330	1947.05	3082.74	3045.09	2156.85	2024.02
b1331	0	0	0	0	0
b1332	2886.05	1683.41	899.722	2503.36	1046.01
b1333	8384.55	7901.66	6219.99	7073.99	5388.7
b1334	21173.2	14002	5336.71	13669.5	8069.2
b1335	442.271	239.231	176.658	332.367	224.145
b1336	147.424	503.968	457.667	144.968	501.177
b1337	231.096	283.207	343.455	218.042	315.649
b1338	31.8754	83.5549	363.997	45.9656	157.825
b1339	332.035	520.679	553.801	286.401	451.647
b1340	1414.47	1659.66	869.32	1574.62	1093.86
b1341	1648.22	2208.49	2393.51	2932.37	2077.74
b1342	1289.62	829.392	951.487	1366	737.075
b1343	977.512	1412.52	1474.06	909.883	1558.1
b1344	2487.61	2500.49	3612.86	3005.44	2315.32
b1345	754.384	1417.79	5349.85	1084.32	1633.65
b1346	19.9221	41.3377	252.251	21.2149	155.306
b1347	6.6407	62.4463	825.772	8.25024	80.5913
b1348	3.98442	42.2172	628.573	3.53582	30.2217
b1349	209.846	591.041	2140.43	147.326	857.962
b1350	268.284	1305.22	5102.53	346.51	3484.73
b1351	10.6251	1131.95	5743.43	12.9647	608.632
b1352	11.9533	714.175	3649.83	5.89303	311.452
b1353	31.8754	211.966	458.488	44.787	193.083
b1355	6.6407	240.11	322.914	12.9647	147.751
b1356	5052.25	15171.8	3699.13	6692.12	4509.76
b1357	110.236	116.977	297.442	80.1451	54.567
b1358	53.1256	27.2653	91.2047	29.4651	64.6409
b1359	65.0789	288.484	477.387	127.289	427.302
b1360	38.5161	83.5549	247.321	27.1079	186.367
b1361	90.3136	85.314	280.187	111.967	303.896
b1362	73.0477	237.362	455.426	84.9065	244.491
b1363	889.854	1746.74	2522.51	1304.72	945.269
b1365	31.8754	259.46	255.537	11.7861	161.183
b1366	51.7975	708.018	617.891	70.7163	463.4
b1368	111.564	1111.72	1377.11	128.468	746.309
b1370	609.617	398.425	870.964	370.082	486.906
b1372	297.504	759.91	4257.86	361.832	1124.08
b1373	7.96884	6.15668	86.2747	1.17861	59.604
b1374	23.9065	373.798	363.997	34.1795	534.757
b1375	1.32814	37.8196	138.861	0	79.7518
b1376	1426.42	1338.64	615.426	2703.72	1114.01
b1377	47.8131	225.158	673.764	66.0019	392.043
b1378	11043.5	2983.35	1871.75	10572.1	3228.69
b1379	1251.11	1584.03	1120.75	1515.69	1386
b1380	1187.36	500.45	519.291	621.125	734.556
b1381	2786.44	1801.27	1360.68	2641.25	1671.43
b1382	270.941	276.171	246.499	287.58	188.046
b1383	571.101	540.029	548.871	635.268	276.193
b1384	150.08	557.619	1392.72	207.434	535.596
b1385	322.738	273.532	456.845	372.439	203.997
b1386	366.567	389.63	663.904	276.972	260.243
b1387	65.0789	92.3502	432.195	77.7879	195.602
b1388	37.1879	88.8321	402.615	67.1805	151.109
b1389	5.31256	29.9039	84.6314	11.7861	0.839493
b1390	49.1412	67.7235	201.308	54.2158	253.527
b1391	33.2035	74.7597	93.6697	27.1079	170.417
b1392	46.4849	42.2172	127.358	96.6456	132.64
b1393	41.1724	61.5668	113.39	37.7154	78.9123
b1394	11.9533	24.6267	58.3381	24.7507	41.1351
b1395	46.4849	40.4582	99.4213	67.1805	79.7518
b1396	27.891	14.9519	76.4147	34.1795	16.7899
b1397	337.348	158.315	294.977	466.728	296.341
b1398	180.627	192.616	272.792	259.293	232.539
b1399	510.006	299.039	345.92	658.84	297.18
b1400	680.008	417.775	560.375	568.088	470.955
b1402	0	0	0	0	0
b1403	0	0	0	0	0
b1404	0	0	0	0	0
b1406	484.771	210.207	207.059	251.043	319.007
b1407	128.83	843.465	2388.58	182.684	1369.21
b1408	1.32814	103.784	304.016	4.71442	117.529
b1409	3.98442	31.6629	211.989	3.53582	59.604
b1410	251.019	204.05	336.06	240.435	324.884
b1411	99.6106	155.676	199.664	152.04	374.414
b1412	1528.69	477.582	314.697	888.668	454.166
b1413	5920.85	2248.95	1741.93	5277.79	2322.04
b1414	3384.1	2609.55	1093.63	3099.73	1619.38
b1415	909.776	1513.66	1640.86	3252.95	3232.89
b1418	4343.02	3261.28	1259.61	4396.2	1466.59
b1419	264.3	124.893	113.39	199.184	283.749
b1420	442.87	569.716	585.921	575.432	231.053
b1421	374.536	857.537	1223.46	473.799	1182.85
b1422	1694.71	1650.87	1047.62	4779.24	2874.42
b1423	197.893	307.834	625.286	337.081	470.116
b1424	9472.3	4739.76	2773.11	6686.23	3296.69
b1426	50.4693	64.2054	58.3381	45.9656	36.0982
b1427	904.464	883.043	714.847	882.775	1023.34
b1428	386.489	983.309	1027.9	625.839	1254.2
b1429	483.443	362.364	319.627	542.158	465.918
b1430	2089.17	1285.87	1233.32	1876.34	712.729
b1431	2516.83	1023.77	892.327	2423.21	980.528
b1432	1953.7	1432.75	1110.89	1492.11	1707.53
b1433	201.877	822.356	1596.49	300.544	785.765
b1434	856.651	829.392	700.057	728.378	532.238
b1435	5036.31	4039.66	2031.15	5326.12	2264.11
b1436	63.7508	813.561	483.96	64.8233	629.62
b1438	281.566	280.569	714.026	347.688	431.499
b1439	1257.75	1139.86	1463.38	1472.08	1260.08
b1440	135.47	238.351	709.096	234.542	407.154
b1441	92.9699	179.423	798.657	82.5024	303.057
b1442	127.502	127.531	356.602	190.934	183.009
b1443	54.4538	57.1692	350.029	78.9665	69.6779
b1444	313.441	525.956	676.229	459.656	1291.14
b1445	128.83	278.81	156.938	142.611	188.046
b1446	4032.24	1961.34	836.454	4098.01	1268.47
b1447	885.87	2302.6	1065.7	790.844	2156.66
b1448	1062.51	927.02	870.964	585.767	1048.53
b1449	585.71	1050.15	872.607	684.77	801.716
b1450	301.488	878.646	3070.56	590.481	1465.75
b1451	1321.5	1647.35	3529.05	2253.49	1756.22
b1452	4817.17	2271.81	3475.64	3909.43	850.406
b1453	321.41	399.305	1437.91	1118.5	711.05
b1454	51.7975	57.1692	545.585	139.075	54.567
b1455	0	2.63858	32.8665	0	26.0243
b1456	124.845	322.786	590.776	122.575	876.43
b1457	9.29699	90.5911	116.676	14.1433	21.8268
b1459	27.891	132.808	521.756	43.6084	269.477
b1460	14.6095	164.471	651.579	25.9293	186.367
b1461	818.135	785.416	536.546	1149.14	700.976
b1462	135.47	316.629	405.08	173.255	486.906
b1463	256.331	749.356	614.604	240.435	1035.09
b1464	3113.16	1663.18	1363.96	2038.99	1417.9
b1465	62.4226	118.736	503.68	58.9303	153.627
b1466	55.7819	38.6991	152.008	58.9303	100.739
b1467	151.408	123.134	350.029	141.433	302.217
b1468	499.381	456.474	872.607	726.021	1289.46
b1469	115.548	233.954	423.978	187.398	517.128
b1470	0	17.5905	223.493	5.89303	0
b1471	0	51.892	578.451	2.35721	40.2957
b1472	0	73.8801	449.45	0	147.751
b1473	1042.59	1036.96	889.04	1263.46	1019.98
b1474	431.646	239.231	1599.78	1097.28	342.513
b1475	219.143	154.796	684.446	135.54	104.937
b1476	320.082	376.437	642.541	159.112	486.066
b1477	128.83	102.025	179.123	111.967	106.616
b1478	511.334	362.364	288.404	942.884	792.481
b1479	7311.41	3920.04	2198.77	11405.4	6453.18
b1480	7121.49	3211.15	1233.32	21308	2824.05
b1481	18.594	10.5543	46.8348	63.6447	19.3083
b1482	4898.18	2104.7	866.034	4402.09	2241.45
b1483	219.143	638.535	667.191	285.222	1330.6
b1484	135.47	480.221	727.172	148.504	350.068
b1485	142.111	167.989	502.037	173.255	263.601
b1486	91.6417	99.3864	287.582	100.181	136.837
b1487	96.9543	220.761	608.031	249.864	184.688
b1488	34.5317	95.8683	189.804	126.111	225.824
b1489	370.551	904.152	1242.36	324.116	1229.86
b1490	294.847	904.152	1264.54	456.12	1373.41
b1491	3710.83	2700.14	892.327	3367.27	2057.6
b1492	430.318	396.666	868.499	7201.28	4006.06
b1493	69.0633	51.0125	110.103	2542.25	906.652
b1494	427.661	1392.29	3252.14	578.695	1898.93
b1495	166.018	1498.71	2447.74	272.258	2055.92
b1496	29.2191	195.255	1498.71	34.1795	417.228
b1497	29.2191	111.7	1512.68	25.9293	528.041
b1498	114.22	839.947	2488.82	380.689	1326.4
b1499	38.5161	1451.22	8410.55	107.253	1480.03
b1500	2.65628	0.879525	58.3381	0	0
b1501	225.784	704.5	2393.51	449.049	1365.85
b1502	23.9065	163.592	949.843	28.2865	376.093
b1503	23.9065	76.5187	638.433	23.5721	243.453
b1504	10.6251	129.29	785.51	17.6791	360.982
b1505	78.3603	756.392	3506.04	231.007	2065.99
b1506	2.65628	5.27715	62.4464	21.2149	31.9007
b1507	1152.83	516.281	572.7	1363.65	335.797
b1508	382.505	148.64	138.039	557.48	171.257
b1511	409.067	539.149	842.205	368.903	741.272
b1512	181.955	120.495	300.729	287.58	433.178
b1513	66.407	137.206	633.503	192.113	218.268
b1514	46.4849	67.7235	408.367	69.5377	103.258
b1515	37.1879	44.8558	204.594	44.787	78.0728
b1516	83.6729	184.7	492.998	147.326	401.278
b1517	138.127	497.811	808.517	132.004	340.834
b1518	69.0633	130.17	217.741	153.219	90.6652
b1519	877.901	739.681	645.828	1679.51	918.405
b1520	1333.45	1543.57	1036.12	1395.47	831.098
b1521	170.002	353.569	727.172	142.611	419.746
b1522	454.224	1293.78	1050.09	418.405	661.52
b1523	1354.7	1475.84	695.127	1345.97	1172.77
b1524	1399.86	1138.11	709.096	1021.85	1226.5
b1525	839.385	467.028	495.463	664.733	523.004
b1526	693.289	425.69	574.343	869.811	333.279
b1527	51.7975	233.954	781.402	48.3228	460.042
b1528	1561.89	1594.58	916.155	1210.43	998.996
b1529	729.149	546.185	412.475	493.836	372.735
b1530	503.365	624.463	375.5	1300	691.742
b1531	1183.37	1438.02	1225.92	2961.83	862.159
b1532	240.393	213.725	219.384	390.118	143.553
b1533	394.458	598.077	337.704	615.232	548.189
b1534	487.428	436.245	448.628	470.263	517.128
b1535	390.473	1567.31	2388.58	469.085	1900.61
b1536	96.9543	377.316	2194.66	328.831	697.618
b1537	201.877	385.232	1144.58	325.295	451.647
b1538	3690.9	1606.89	1461.74	4709.71	2450.48
b1539	7462.82	2599.88	1011.47	5139.9	1591.68
b1540	2024.09	1630.64	1014.75	2584.68	1653.8
b1541	682.664	496.932	564.483	2040.17	444.931
b1542	224.456	902.393	2091.13	258.115	1671.43
b1544	0	33.422	125.715	0	17.6293
b1545	31.8754	994.743	467.527	74.2521	685.026
b1546	0	33.422	92.0263	9.42884	53.7275
b1547	61.0945	136.326	907.938	81.3238	508.733
b1548	2.65628	4.39763	69.0197	14.1433	27.7033
b1549	42.5005	72.1211	354.137	30.6437	8.39493
b1550	443.599	268.255	257.181	398.369	287.107
b1551	7.96884	43.0967	246.499	4.71442	29.3822
b1552	15.9377	39.5786	227.601	1.17861	30.2217
b1553	3.31901	169.313	564.176	18.5666	156.46
b1554	41.1724	167.11	355.78	36.5368	109.134
b1555	13.2814	78.2778	194.734	5.89303	49.5301
b1556	5.31256	50.1329	124.071	5.89303	28.5428
b1557	96.9543	1793.35	778.116	102.539	280.391
b1558	306.801	3499.63	1035.3	328.831	1209.71
b1559	87.6573	734.404	679.516	91.9312	430.66
b1560	63.7508	336.858	1047.62	75.4307	731.198
b1561	42.5005	92.3502	191.448	63.6447	194.762
b1562	1362.67	1895.38	575.165	1886.95	744.63
b1563	1099.7	687.789	575.986	1119.67	561.621
b1564	1340.09	959.562	618.713	2123.85	790.802
b1565	63.7508	189.098	243.212	99.0028	259.403
b1566	55.7819	240.99	520.113	136.718	394.562
b1567	7.96884	47.4944	45.1915	88.3954	15.1109
b1568	41.1724	138.085	78.8797	54.2158	172.096
b1569	15.9377	27.2653	30.4016	27.1079	57.0855
b1570	3987.08	5097.73	2354.07	5185.86	2678.82
b1571	23.9065	29.9039	105.995	20.0363	65.4804
b1572	14.6095	60.6873	184.053	35.3582	94.8627
b1573	70.3915	153.037	289.226	64.8233	104.937
b1574	2.65628	0	6.57331	0	0
b1575	1.32814	13.1929	103.53	0	11.7529
b1576	18.594	50.1329	335.239	10.6074	104.937
b1577	67.7352	169.748	488.068	113.146	470.955
b1578	0	0	0	0	0
b1579	67.7352	728.247	910.403	177.969	910.01
b1580	39.8442	296.4	524.221	67.1805	425.623
b1581	152.736	364.124	581.738	190.934	717.766
b1582	148.752	209.327	120.785	177.969	327.402
b1583	4312.47	3029.96	741.141	5827.02	2284.26
b1584	3846.3	1876.91	934.232	3559.39	2062.63
b1585	1352.05	1128.43	851.244	1335.36	1125.76
b1586	857.979	391.389	216.919	535.087	261.922
b1587	395.786	554.101	1116.64	482.049	794.16
b1588	628.211	1064.23	3369.64	835.631	1599.23
b1589	144.767	145.122	477.387	201.541	232.539
b1590	500.709	556.74	1250.57	650.59	649.767
b1591	608.288	405.461	852.065	621.125	391.204
b1592	466.177	607.752	1614.57	561.016	1071.19
b1593	555.163	637.656	1090.35	1958.84	998.157
b1594	1098.37	1259.48	965.455	1056.03	889.862
b1595	281.566	308.713	1028.72	287.58	477.671
b1596	1267.05	1982.45	2580.85	1340.07	1603.43
b1597	58.4382	95.8683	384.539	180.327	188.046
b1598	1657.52	2320.19	2587.42	1848.05	2468.95
b1599	132.814	600.716	448.628	143.79	533.917
b1600	168.674	556.74	619.534	183.862	450.808
b1601	264.3	890.08	693.484	235.721	777.37
b1602	8199.94	1954.31	1267.83	5302.54	2276.7
b1603	11716.9	2720.37	1899.69	8538.99	3247.16
b1604	2008.15	663.162	339.347	1919.95	784.926
b1605	1101.03	1752.89	1072.27	1399	1213.07
b1606	1324.16	1377.34	555.445	1206.89	1022.5
b1607	466.177	1405.48	583.381	634.09	507.893
b1608	3570.04	2949.93	1861.89	4193.48	3643.4
b1609	3224.73	1703.64	1724.67	2394.93	2100.41
b1610	1514.08	1047.51	400.15	1586.4	796.679
b1611	1053.22	766.067	661.439	1368.36	933.516
