tracking_id	control_20min_0	20bicyclomycin_20min_0	100bicyclomycin_20min_0	control_60min_0	20bicyclomycin_60min_0
b1612	5785.38	1327.2	856.995	8036.91	3821.37
b1613	9419.17	3476.76	1379.57	5513.51	2610.82
b1614	21001.9	7428.47	3116.57	16706.7	5118.39
b1615	38.5161	346.533	502.858	53.0372	348.389
b1616	61.0945	129.29	420.692	77.7879	86.4678
b1617	106.251	235.713	954.773	88.3954	303.057
b1618	602.976	760.789	635.146	530.372	466.758
b1619	7031.18	2398.47	1608.82	10421.2	3277.38
b1620	211.174	213.725	270.327	351.224	355.945
b1621	609.617	511.884	796.192	794.38	570.855
b1622	2706.75	1385.25	1041.87	2093.2	1103.93
b1623	1466.27	2091.51	1063.23	1291.75	1412.03
b1624	4284.58	2275.33	957.238	3183.41	1816.66
b1625	479.459	1569.95	598.171	676.519	691.742
b1626	2842.22	2822.4	1856.14	2825.12	1249.17
b1627	1407.83	1643.83	986.818	1308.25	796.679
b1628	1341.42	1423.07	1021.33	961.742	643.051
b1629	5336.47	6826	4502.72	5069.18	3881.81
b1630	2243.23	2902.43	1615.39	2437.36	1485.06
b1631	1192.67	1132.83	744.427	755.486	434.018
b1632	1500.8	1642.07	1116.64	1353.04	972.133
b1633	1282.98	2051.93	1442.84	1236.36	1129.12
b1634	10034.1	6932.42	5920.09	12079.5	7204.53
b1635	2811.67	1198.79	646.649	3310.7	1140.87
b1636	4736.15	2662.32	1000.79	3485.14	1777.21
b1637	18188.9	7989.61	3760.75	11722.4	5696.8
b1638	3837	1970.14	727.172	3501.64	1971.13
b1639	248.362	96.7478	124.071	179.148	119.208
b1640	1989.55	859.296	570.235	1182.14	549.868
b1641	12637.3	5929.76	4318.66	19474.1	7048.38
b1642	6045.7	3470.61	2069.77	5060.93	2342.18
b1643	166.018	239.231	204.594	254.579	174.614
b1644	677.352	661.403	999.143	612.875	894.06
b1645	1499.47	3367.7	3763.22	1647.69	2322.04
b1646	1171.42	605.113	1359.03	1625.3	827.74
b1647	4753.42	1942.87	2420.62	2719.04	1239.93
b1648	219.143	149.519	463.418	282.865	269.477
b1649	296.175	156.556	544.763	563.373	274.514
b1650	1769.08	884.803	1240.71	1216.32	820.184
b1651	4149.11	1350.07	1013.93	2676.61	1172.77
b1652	2637.69	2008.84	768.256	1905.8	1659.68
b1653	2187.45	3869.91	4020.4	1419.04	3603.1
b1654	16168.8	10553.4	3400.87	15240.5	4077.42
b1655	2771.83	2747.64	1576.77	3230.56	1688.22
b1656	19531.6	8287.77	5904.48	21295	8220.31
b1657	548.522	722.97	648.293	479.692	761.42
b1658	16801	9439.07	2617	13669.5	4365.36
b1659	624.226	1756.41	1981.03	678.877	1997.15
b1660	537.897	438.883	784.689	688.305	283.749
b1661	10267.9	8067.89	5053.23	12882.2	9971.5
b1662	7693.92	3949.95	3438.66	4444.52	2541.14
b1663	1800.96	1828.53	1961.31	2117.95	1293.66
b1664	3238.01	1190.88	2177.41	2717.86	1673.95
b1665	350.629	801.248	283.474	259.293	235.058
b1666	98.2824	300.798	184.053	71.8949	173.775
b1667	7971.5	22862.4	14433.3	6818.23	11706.7
b1668	682.664	7526.98	22951.5	1536.9	7775.38
b1669	221.8	1134.59	5951.31	292.294	1394.4
b1670	118.205	462.63	4698.27	163.826	941.071
b1671	115.548	394.907	3160.94	132.004	674.952
b1672	111.564	232.195	7764.72	91.9312	452.487
b1673	136.798	644.692	16916.4	200.363	1364.18
b1674	25.2347	115.218	2736.14	67.1805	419.746
b1675	729.149	525.956	2475.67	555.123	355.945
b1676	88082.3	51771.5	24859.4	42421.5	27751.1
b1677	482581	323929	226533	289084	94217.1
b1678	1649.55	810.922	1309.73	2038.99	1485.9
b1679	284.222	269.135	317.984	373.618	482.708
b1680	664.07	432.726	543.941	1090.21	794.16
b1681	549.85	306.075	771.542	726.021	455.005
b1682	251.019	175.026	504.502	368.903	148.59
b1683	521.959	268.255	1251.39	1057.21	323.205
b1684	118.205	43.9763	142.148	223.935	0
b1685	111.564	265.617	152.008	231.007	455.005
b1686	459.537	252.424	290.869	419.583	337.476
b1687	7522.59	2682.55	1412.44	6246.61	3378.12
b1688	2856.83	1537.41	476.565	2024.84	715.248
b1689	9.29699	33.422	78.058	11.7861	87.3072
b1690	23.9065	146.001	400.15	53.0372	240.934
b1691	9.29699	85.314	391.934	30.6437	207.355
b1692	175.315	94.9887	275.257	133.182	180.491
b1693	1848.77	596.318	463.418	1294.11	774.012
b1694	58.4382	183.821	735.389	93.1098	616.188
b1695	67.7352	320.147	1036.94	137.897	535.596
b1696	224.456	112.579	375.5	161.469	142.714
b1697	27.891	95.8683	368.105	45.9656	17.6293
b1698	106.251	76.5187	723.886	111.967	158.664
b1699	91.6417	93.2297	958.06	102.539	367.698
b1700	6.6407	24.6267	250.607	7.07163	67.1594
b1701	227.112	828.513	2727.1	280.508	1548.86
b1702	8616.98	2836.47	3184.77	15060.2	5968.79
b1703	1883.3	634.138	953.952	1855.12	780.728
b1704	4591.38	3344.84	3650.65	6134.64	3337.82
b1705	193.909	229.556	281.831	108.432	129.282
b1706	3222.07	2919.14	3384.43	2009.52	2537.79
b1707	1310.87	2635.94	3326.09	1389.58	2175.13
b1708	3489.03	1661.42	1079.67	2042.52	1145.91
b1709	2550.03	974.514	523.4	1724.3	785.765
b1710	1911.19	657.005	429.73	1232.82	555.744
b1711	1782.36	1453.86	772.364	1178.61	1030.9
b1712	14431.6	5222.62	4070.52	8514.24	3521.67
b1713	24323.6	9811.99	4808.38	24037.7	8875.12
b1714	5633.97	2493.45	733.746	8231.38	3333.63
b1715	0	0	0	0	0
b1716	25941.2	15399.6	8813.16	22526.7	11496
b1717	33849	21686.5	11152.4	34693.4	14253.7
b1718	71391.5	39773	22415.8	60832.5	26261
b1719	48111.9	17404.9	7501.79	42144.6	14147.1
b1722	3983.09	5251.65	2564.41	1957.66	2802.23
b1723	3977.78	1075.66	451.915	3323.67	990.601
b1724	496.725	202.291	317.162	684.77	334.958
b1725	1608.38	1542.69	1623.61	2348.96	1370.89
b1726	1619	1373.82	712.382	1818.59	824.382
b1727	4874.28	6097.75	1357.39	4534.09	2226.33
b1728	151.408	167.989	375.5	150.861	168.738
b1729	855.323	681.632	2096.89	23832.6	6522.02
b1730	23.9065	172.387	1118.28	393.654	517.128
b1731	73.0477	140.724	252.251	70.7163	287.107
b1732	1053.22	250.665	984.353	3658.39	1611.83
b1733	211.174	211.966	392.755	183.862	382.809
b1734	256.331	327.183	577.63	260.472	924.282
b1735	377.192	430.967	713.204	377.154	597.719
b1736	152.736	199.652	234.996	116.682	149.43
b1737	309.457	343.894	300.729	236.9	308.094
b1738	398.442	217.243	174.193	404.262	141.874
b1739	1824.87	375.557	271.971	3962.47	685.026
b1740	7549.15	1986.85	870.964	4779.24	1206.35
b1741	456.88	790.693	479.852	637.625	910.01
b1742	71.7196	358.846	247.321	135.54	309.773
b1743	691.961	1282.35	2203.7	902.811	2162.53
b1744	33.2035	279.689	502.037	115.503	224.145
b1745	130.158	120.495	351.672	339.438	345.871
b1746	193.909	135.447	251.429	458.477	354.266
b1747	38.5161	58.9282	101.886	439.62	219.108
b1748	78.3603	64.2054	169.263	548.051	186.367
b1749	6402.97	3374.74	740.319	4704.99	2418.58
b1750	115.548	331.581	270.327	702.449	554.065
b1751	42.5005	133.688	289.226	387.761	155.306
b1752	104.923	69.4825	152.008	169.719	101.579
b1753	310.785	176.785	230.887	243.971	251.848
b1754	1437.05	1044.88	931.767	1661.83	1033.42
b1755	390.473	305.195	624.464	375.975	411.351
b1756	447.583	497.811	562.84	484.407	240.934
b1757	636.179	1248.05	1463.38	3516.96	1980.36
b1758	301.488	307.834	386.182	320.581	434.018
b1759	625.554	521.559	529.151	523.301	408.833
b1760	292.191	411.618	312.232	215.685	232.539
b1761	842.041	631.499	1313.02	1674.8	1262.6
b1762	252.347	1002.66	1127.32	304.08	805.074
b1763	6189.14	2847.9	1732.07	4433.91	2177.64
b1764	9878.71	3617.49	1428.87	6754.59	3053.24
b1765	2288.39	586.643	352.494	1329.47	544.831
b1766	5677.8	2550.62	2006.5	4101.55	2160.01
b1767	4752.09	2928.82	1246.46	4845.25	2351.42
b1768	2297.68	877.766	1253.86	1381.33	904.973
b1769	83.6729	1029.04	1570.2	128.468	1136.67
b1770	545.866	673.716	1459.27	782.594	878.109
b1771	180.627	669.319	1747.68	159.112	1988.76
b1772	51.7975	452.956	889.04	83.681	1861.99
b1773	27.891	364.124	911.225	62.4661	1502.69
b1774	59.7663	446.799	627.751	67.1805	1254.2
b1775	26.5628	290.243	336.882	25.9293	709.371
b1776	112.892	700.102	449.45	167.362	1130.8
b1777	1471.58	1671.1	324.557	2881.69	2441.24
b1778	2135.65	1288.5	342.634	4126.3	2317
b1779	374471	147413	26168.3	229483	96321.7
b1780	3269.88	1578.75	683.624	3489.85	1982.04
b1781	687.977	420.413	458.488	421.941	418.907
b1782	22533.2	11944	5766.44	27040.7	9138.72
b1783	2499.56	549.703	824.95	5123.4	1058.6
b1784	695.946	408.1	838.097	1341.25	857.122
b1785	59.7663	201.411	1134.72	115.503	561.621
b1786	1556.58	2129.33	2454.31	1439.08	1386.84
b1787	3077.3	2963.12	1322.88	3669	1971.97
b1788	71.7196	240.11	46.8348	63.6447	31.0612
b1789	241.722	372.039	334.417	311.152	496.14
b1790	454.224	1038.72	1055.02	734.271	952.824
b1791	446.255	429.208	792.905	412.512	560.781
b1792	911.105	517.161	539.833	912.24	730.359
b1793	794.228	524.197	367.284	652.947	455.845
b1794	3738.72	4305.28	2584.95	4558.84	3531.75
b1795	828.76	554.981	539.833	909.883	457.524
b1796	25.2347	182.941	233.352	25.9293	148.59
b1797	35.8598	443.281	643.363	95.467	468.437
b1798	1055.87	1255.96	1287.55	1417.86	1198.8
b1799	828.76	755.512	1235.78	1598.19	546.51
b1800	362.582	340.376	982.71	326.474	430.66
b1801	57.1101	126.652	529.973	83.681	239.255
b1802	30.5472	168.869	505.323	62.4661	523.843
b1803	192.58	1202.31	727.172	101.36	1234.89
b1804	2435.81	2014.11	677.873	2170.99	1306.25
b1805	1690.72	1112.6	725.529	1205.71	439.055
b1806	1808.93	818.838	436.303	1071.35	672.434
b1807	2498.23	1479.36	593.241	1697.19	740.433
b1808	2927.22	2177.7	1813.41	2462.11	1296.18
b1809	4971.23	2842.63	1349.99	5300.19	2050.88
b1810	715.868	683.391	884.932	949.956	695.1
b1811	1021.34	735.283	502.858	741.343	379.451
b1812	1773.07	1315.77	1050.91	2357.21	1403.63
b1813	517.975	224.279	180.766	687.127	357.624
b1814	18127.8	7201.55	2891.43	10031.1	5723.66
b1815	374.536	1786.32	2931.7	517.408	1903.13
b1816	3409.34	2318.43	2873.36	2181.6	1668.07
b1817	5668.5	1531.25	2001.57	8020.41	4678.49
b1818	4762.71	1189.12	1356.57	5415.69	2264.11
b1819	7274.23	1496.07	1690.16	6590.76	3203.5
b1820	152.736	121.375	294.977	271.079	231.7
b1821	1033.29	3799.55	3416.48	604.624	2432.85
b1822	2847.53	5594.66	5510.08	2106.17	2923.11
b1823	49785.4	41314.8	21005	47790.1	14533.3
b1824	8554.55	5657.99	4211.03	7538.36	2116.36
b1825	721.18	911.188	1096.1	853.31	802.555
b1826	203.206	300.798	445.342	298.187	282.909
b1827	2648.31	2431.01	1168.41	3426.2	1838.49
b1828	122.189	282.328	255.537	160.29	183.009
b1829	14460.8	6779.38	6901.15	11780.2	5445.79
b1830	21644.7	11757.5	3829.77	20570.2	7003.89
b1831	26831.1	25249.4	5198.67	30745.1	11714.3
b1832	4048.17	1451.22	820.02	4837	1242.45
b1833	1212.59	1048.39	543.941	1301.18	1048.53
b1834	3325.66	2556.78	1326.17	3941.26	1689.9
b1835	2628.39	2987.75	1257.15	2150.95	1282.74
b1836	612.273	585.764	433.017	4057.94	754.704
b1837	292.191	935.815	359.889	511.515	259.403
b1838	371.879	1906.81	1649.08	407.797	1567.33
b1839	3575.35	7481.24	7830.45	5274.26	4524.03
b1840	2445.11	2343.06	3041.8	2641.25	3379.8
b1841	2423.86	2320.19	1705.77	2840.44	3557.77
b1842	2271.12	6764.43	1450.24	4477.52	4212.57
b1843	1346.73	2543.59	841.384	1386.04	1369.21
b1844	2656.28	1789.83	795.37	1826.84	1160.18
b1845	1475.56	1613.93	2592.35	1912.88	2133.15
b1846	949.621	1020.25	950.665	1013.6	892.381
b1847	1402.52	744.958	687.733	2479.79	570.016
b1848	2628.39	1899.77	1299.05	2506.89	890.702
b1849	21259.5	6305.32	1257.97	10641.6	4130.3
b1850	3968.48	1825.02	800.3	2326.57	904.973
b1851	2494.25	829.392	1114.18	2668.36	1060.28
b1852	16945.7	5459.21	3047.55	11895.7	4473.66
b1853	1055.87	708.018	617.069	1258.75	948.627
b1854	8146.82	3052.83	1729.6	8046.34	3214.42
b1855	3061.36	1978.05	1100.21	2497.46	1400.27
b1856	1912.52	1579.63	1166.76	2503.36	1750.34
b1857	1962.99	1594.58	2018.83	2406.71	914.208
b1858	1089.08	613.029	787.154	1124.39	599.398
b1859	693.289	824.995	551.336	718.949	1021.66
b1860	2271.12	1451.22	947.378	1954.13	1197.96
b1861	3013.55	2044.9	1514.33	2777.97	1415.38
b1862	122.189	1081.82	1280.97	104.896	1073.71
b1863	3030.82	2285.01	825.772	2389.03	1189.56
b1864	8848.07	4679.95	1496.25	6278.43	2330.43
b1865	3963.17	1554.12	721.421	3607.71	1506.89
b1866	16054.6	4679.95	1604.71	8770	4487.09
b1867	1664.16	1118.76	235.817	1666.55	876.43
b1868	819.463	503.968	203.773	568.088	412.191
b1869	2002.84	2466.19	626.108	2148.6	1176.13
b1870	3575.35	1984.21	815.09	2418.5	1664.71
b1871	3014.88	1905.93	1506.11	2113.24	1758.74
b1872	428.989	2069.52	4115.71	492.657	2447.96
b1873	34.5317	218.122	1543.91	42.4298	203.997
b1874	2300.34	931.417	744.427	1836.27	606.114
b1875	842.041	236.592	398.507	465.549	318.168
b1876	17693.5	9928.96	3361.43	14934.1	6310.47
b1877	81.0166	147.76	274.436	156.754	111.653
b1878	62.4226	280.569	268.684	38.894	281.23
b1879	329.379	374.678	478.208	241.614	449.968
b1880	142.111	149.519	294.977	84.8596	130.121
b1881	151.408	163.592	221.849	182.684	177.133
b1882	35.8598	23.7472	56.6948	36.5368	35.2587
b1883	21.2503	43.9763	174.193	42.4298	63.8015
b1884	51.7975	21.1086	160.224	50.68	62.962
b1885	112.892	208.448	364.819	61.2875	195.602
b1886	195.237	189.977	398.507	172.076	224.984
b1887	131.486	67.7235	260.467	75.4307	120.047
b1888	390.473	193.496	477.387	214.506	231.7
b1889	91.6417	177.664	246.499	101.36	296.341
b1890	43.8286	86.1935	242.391	70.7163	146.072
b1891	876.573	1297.3	842.205	1444.97	939.392
b1892	646.805	564.655	534.081	862.739	564.979
b1893	0	0	0	0	0
b1894	0	0	0	0	0
b1895	401.099	511.004	787.975	565.73	409.672
b1896	2919.25	1639.44	3907.83	4859.39	2505.89
b1897	1045.25	386.112	992.57	2245.24	493.622
b1900	549.85	2642.09	1533.22	665.912	2368.21
b1901	115.548	229.556	914.512	167.362	422.265
b1902	5649.91	5084.54	4479.71	2595.29	3032.25
b1904	100.939	164.471	151.186	99.0028	368.537
b1905	29171.3	19202.7	6560.16	28935.9	13192.6
b1906	358.598	406.341	459.31	225.114	697.618
b1907	598.991	1427.47	1169.23	786.13	1791.48
b1908	2232.6	1858.44	1116.64	1051.32	1960.22
b1909	597.663	436.245	245.677	456.12	150.269
b1910	1669.47	1774	951.487	1963.56	523.843
b1911	0	0	0	0	0
b1912	1539.32	1078.3	1055.02	974.706	668.236
b1913	7104.22	5541.89	4963.67	6159.39	5595.22
b1914	7259.62	4685.23	2631.79	6083.96	3591.35
b1915	3279.18	2766.99	1270.29	3104.45	1173.61
b1916	2325.57	1624.48	1026.26	1516.86	1159.34
b1917	1002.75	664.042	815.912	1113.78	543.991
b1918	660.086	177.664	141.326	624.661	273.675
b1919	1560.57	767.826	584.203	1822.12	901.615
b1920	2083.85	784.537	562.018	5150.5	1626.1
b1921	395.786	573.451	365.64	386.582	369.377
b1922	731.806	459.112	417.405	447.87	110.813
b1923	1224.55	1478.48	1505.29	1094.92	973.812
b1924	191.252	350.051	736.211	160.29	484.387
b1925	47.8131	107.302	295.799	44.787	117.529
b1926	49.1412	106.423	215.276	49.5014	154.467
b1927	2353.47	1832.93	1591.56	3775.07	2079.42
b1928	5195.69	2629.78	1062.41	2820.4	1065.32
b1929	444.927	499.57	646.649	2985.41	1489.26
b1930	123.517	238.351	134.753	449.049	377.772
b1931	144.767	277.05	630.216	318.223	688.384
b1932	317.426	749.356	830.702	401.904	732.038
b1936	43.8286	136.326	301.551	25.9293	119.208
b1937	126.173	176.785	385.36	120.218	90.6652
b1938	411.724	239.231	653.223	292.294	191.404
b1939	524.616	363.244	700.879	315.866	81.4308
b1940	329.379	123.134	518.47	221.578	93.1837
b1941	422.349	491.655	764.147	268.722	157.825
b1942	81.0166	52.7715	174.193	78.9665	0
b1943	431.646	286.725	463.418	288.758	213.231
b1944	310.785	129.29	303.194	153.219	14.2714
b1945	597.663	308.713	535.725	312.33	46.1721
b1946	132.814	110.82	304.837	36.5368	2.51848
b1947	95.6261	108.182	362.354	37.7154	143.553
b1948	200.549	224.279	551.336	107.253	229.182
b1949	115.548	359.726	477.387	109.61	253.527
b1950	209.846	700.982	1314.66	228.649	603.595
b1951	61.0945	256.821	944.913	42.4298	268.638
b1952	664.07	306.954	456.023	384.225	259.403
b1953	130.158	209.327	180.766	227.471	193.083
b1954	42.5005	73.8801	47.6565	50.68	53.7275
b1955	406.411	970.117	2649.04	665.912	1285.26
b1956	1397.2	1527.74	2636.72	1631.19	876.43
b1957	22.5784	167.11	95.313	71.8949	188.886
b1958	320.082	215.484	817.555	254.579	460.882
b1959	203.206	1516.3	2547.98	193.291	1183.68
b1960	440.943	475.823	783.867	241.614	223.305
b1961	4119.89	3292.94	4175.69	3610.07	1465.75
b1962	2352.14	1516.3	3535.62	2084.95	902.455
b1963	814.15	322.786	1221.81	619.946	372.735
b1967	1714.63	1153.06	6002.25	5545.34	2923.95
b1968	948.292	1280.59	11058.8	1206.89	1186.2
b1969	807.51	1014.09	7679.27	1021.85	1090.5
b1970	122.189	148.64	3911.12	144.968	242.613
b1971	605.632	868.971	4372.07	1031.28	713.569
b1972	321.41	1400.2	6939.77	637.625	1312.97
b1973	171.33	1831.17	6290.66	383.047	687.545
b1974	136.798	4426.65	7109.03	223.935	2762.77
b1975	281.566	6307.96	952.308	487.943	1750.34
b1976	1475.56	1865.47	481.495	2267.64	857.122
b1977	0	0	0	0	0
b1978	1956.35	2964.88	7408.94	1909.34	3314.32
b1981	897.823	892.718	1425.59	1000.64	962.898
b1982	6780.16	4104.74	3555.34	7626.75	4339.34
b1983	13314.6	26804.4	18415.1	13992.4	8478.04
b1984	0	0	0	0	0
b1985	177.971	189.977	138.861	271.079	256.045
b1986	0	0	0	0	0
b1987	204.534	9145.3	14613.3	727.199	9654.17
b1988	151.408	1158.33	10083.5	472.621	2059.28
b1989	0	0	0	0	0
b1990	1787.68	2673.76	2621.93	1803.27	1553.06
b1991	223.128	387.871	921.085	201.541	377.772
b1992	71.7196	43.0967	104.351	76.6093	63.8015
b1993	292.191	277.05	480.673	366.546	356.784
b1994	248.362	345.653	384.539	246.328	443.252
b1996	0	0	0	0	0
b1997	0	0	0	0	0
b1999	175.315	144.242	373.857	194.47	83.1098
b2000	2249.87	1698.36	2496.21	2354.85	2085.3
b2001	338.676	511.004	1378.75	295.83	806.753
b2002	100.939	209.327	513.54	99.0028	150.269
b2003	10.6251	69.4825	242.391	24.7507	94.0232
b2004	41.1724	83.5549	480.673	47.1442	240.095
b2005	46.4849	157.435	589.955	55.3944	148.59
b2006	69.0633	255.942	503.68	90.7526	315.649
b2007	29897.8	20649.5	7757.33	17789.9	7871.08
b2008	1597.75	1263	817.555	1235.18	1202.99
b2009	568.444	563.776	289.226	710.699	475.992
b2010	454.224	937.574	588.311	583.41	1215.59
b2011	1964.32	1045.76	787.975	2423.21	1297.86
b2012	294.847	338.617	308.946	1030.1	407.993
b2013	104.923	421.293	458.488	1540.44	711.89
b2014	11892.2	8578.01	3240.64	23796	4426.65
b2015	300.16	532.992	394.399	308.795	681.668
b2016	4936.7	1765.21	570.235	4525.84	1576.57
b2017	1144.86	1551.48	310.589	2398.46	663.199
b2018	22.5784	21.9881	4.10832	30.6437	16.7899
b2019	673.367	198.773	189.804	1354.22	582.608
b2020	1109	445.919	460.132	1906.98	832.777
b2021	1009.39	262.099	501.215	1481.51	788.284
b2022	1846.12	426.57	351.672	1919.95	1145.91
b2023	458.209	75.6392	114.211	372.439	220.787
b2024	592.351	152.158	179.944	609.339	274.514
b2025	861.963	444.16	442.877	723.664	622.064
b2026	2684.17	1544.45	572.7	2828.65	1500.17
b2027	11408.7	9123.32	5216.74	14025.4	6328.94
b2028	941.652	1544.45	1374.64	1375.43	1182.01
b2029	96663.4	55878.9	38219.7	58781.7	41614.5
b2030	0	0	0	0	0
b2032	968.215	1141.62	998.321	1126.75	391.204
b2033	3576.68	3562.08	2669.59	2853.4	1491.78
b2034	5594.13	5584.99	4650.62	5435.73	2760.25
b2035	664.07	702.741	598.171	464.37	416.388
b2036	4857.01	4919.19	4183.09	5058.57	2327.07
b2037	1763.77	2360.65	1873.39	2189.85	948.627
b2038	2786.44	3112.64	2235.75	2759.11	1667.23
b2039	6879.77	5245.49	3261.18	6398.65	2903.81
b2040	11812.5	10907	3616.14	12040.6	6125.78
b2041	17717.4	15475.2	5879	18656.1	8347.92
b2042	31818.3	21442.8	8440.95	25734.8	11630.3
b2043	443.599	799.489	949.022	500.907	739.593
b2044	136.798	273.532	393.577	110.789	394.562
b2045	143.439	238.351	715.669	132.004	377.772
b2046	65.0789	141.604	839.74	101.36	87.3072
b2047	55.7819	145.122	666.369	88.3954	111.653
b2048	128.83	244.508	640.076	122.575	339.995
b2049	47.8131	109.941	543.941	40.0726	257.724
b2050	78.3603	47.4944	548.871	61.2875	84.7888
b2051	62.4226	201.411	384.539	87.2168	77.2333
b2052	148.752	327.183	1013.11	192.113	334.958
b2053	77.0322	234.833	1598.14	129.647	463.4
b2054	18.594	102.025	415.762	12.9647	206.515
b2055	14.6095	45.7353	602.279	7.07163	235.897
b2056	19.9221	40.4582	658.974	40.0726	189.725
b2057	43.8286	65.9644	794.549	48.3228	125.924
b2058	78.3603	217.243	159.403	93.1098	112.492
b2059	66.407	101.145	1244	55.3944	342.513
b2060	65.0789	219.881	1955.56	97.8242	600.237
b2061	19.9221	15.8315	323.735	15.3219	94.0232
b2062	39.8442	111.7	1289.19	69.5377	220.787
b2063	2200.73	3763.49	4026.97	2141.53	3152.3
b2064	6073.59	5357.19	2469.92	5678.52	3357.97
b2065	4608.65	3255.12	1240.71	3809.25	1498.49
b2066	3238.01	2566.46	1274.4	2917.05	1449.8
b2067	1852.76	1788.95	1108.42	2462.11	1872.07
b2068	413.052	284.966	302.372	339.438	424.783
b2069	2321.59	1458.25	1053.37	1221.03	584.287
b2070	482.115	1051.91	1348.35	526.836	1021.66
b2071	33.2035	192.616	626.108	48.3228	203.997
b2072	11.9533	63.3258	297.442	48.3228	203.997
b2073	47.8131	56.2896	218.563	20.0363	128.442
b2074	552.507	834.67	889.862	612.875	1219.78
b2075	1085.09	1705.4	2566.88	1166.82	1175.29
b2076	919.073	2005.32	2715.6	1064.28	1958.54
b2077	369.223	676.355	768.256	353.582	308.094
b2078	421.021	671.957	759.217	367.725	715.248
b2079	1704	1628	893.148	1670.08	1223.98
b2080	706.571	498.691	460.953	4630.74	602.756
b2081	3932.62	1992.13	1231.67	4461.02	1435.53
b2082	560.475	641.174	470.813	799.094	243.453
b2083	14.6095	22.8677	201.308	28.2865	45.3326
b2085	10.6251	20.2291	417.405	20.0363	33.5797
b2086	1192.67	397.545	1004.89	2107.35	734.556
b2088	0	0	0	0	0
b2089	0	0	0	0	0
b2091	347.973	425.69	709.917	2139.17	3553.57
b2092	5199.67	2908.59	3091.92	11654	11636.2
b2093	638.836	334.22	633.503	2049.59	2179.32
b2094	2087.84	1051.03	886.575	5196.47	5371.91
b2095	9451.05	3386.17	1879.97	23542.6	17586.5
b2096	5088.11	2255.1	754.287	15485.7	8824.75
b2097	2457.06	926.14	907.117	9144.8	1406.15
b2098	110.236	184.7	951.487	134.361	200.639
b2099	452.896	343.894	1142.93	462.013	554.065
b2100	382.505	737.922	1351.64	423.119	741.272
b2101	636.179	569.932	417.405	589.303	627.941
b2102	423.677	584.005	596.528	390.118	766.457
b2103	2641.67	1350.95	599.814	1297.64	1096.38
b2104	4406.77	2246.31	956.417	2925.3	2578.08
b2105	134.142	200.532	81.3447	152.04	277.872
b2106	204.534	321.906	297.442	236.9	329.081
b2107	2334.87	2137.25	962.99	2637.72	1739.43
b2108	34.5317	534.751	923.55	66.0019	659.841
b2109	69.0633	423.052	1345.89	120.218	810.95
b2110	3.98442	30.7834	304.016	28.2865	98.2207
